num_embeddings,num_dims,lib,k,avg_time,stddev_time
1000,1536,hnswlib,3,0.0009615707397460937,3.568503001164312e-05
1000,1536,numpy,3,0.0008615207672119141,0.0021096770103868293
10000,1536,hnswlib,3,0.0018027305603027343,0.00011051941517060013
10000,1536,numpy,3,0.0011700248718261718,0.0008184742684995524
100000,1536,hnswlib,3,0.0023591041564941405,0.00015154768616131608
100000,1536,numpy,3,0.007507095336914063,0.0007775440647707828
