num_embeddings,num_dims,lib,k,avg_time,stddev_time
1000000,1536,hnswlib,10,0.002743062973022461,0.00012936698928600038
1000000,1536,numpy,10,0.06880099296569825,0.01515493514508685
3000000,1536,hnswlib,10,0.0031231212615966796,0.0010063671025727302
3000000,1536,numpy,10,0.7619436168670655,2.421601639243733
5000000,1536,hnswlib,10,0.0030508995056152343,0.0006343210457614678
5000000,1536,numpy,10,35.8056125164032,2.2274554899388312
